region;civil;age;gender;pop
;;;kvinnor;363
;;25-29 år;män;410
;;;kvinnor;292
;;30-34 år;män;269
;;;kvinnor;175
;;35-39 år;män;180
;;;kvinnor;140
;;40-44 år;män;165
;;;kvinnor;135
;;45-49 år;män;163
;;;kvinnor;137
;;50-54 år;män;185
;;;kvinnor;144
;;55-59 år;män;177
;;;kvinnor;112
;;60-64 år;män;120
;;;kvinnor;74
;gifta;20-24 år;män;9
;;;kvinnor;23
;;25-29 år;män;49
;;;kvinnor;96
;;30-34 år;män;101
;;;kvinnor;133
;;35-39 år;män;150
;;;kvinnor;153
;;40-44 år;män;162
;;;kvinnor;188
;;45-49 år;män;229
;;;kvinnor;205
;;50-54 år;män;240
;;;kvinnor;254
;;55-59 år;män;208
;;;kvinnor;204
;;60-64 år;män;207
;;;kvinnor;220
;skilda;20-24 år;män;0
;;;kvinnor;3
;;25-29 år;män;5
;;;kvinnor;7
;;30-34 år;män;15
;;;kvinnor;19
;;35-39 år;män;19
;;;kvinnor;36
;;40-44 år;män;36
;;;kvinnor;46
;;45-49 år;män;60
;;;kvinnor;61
;;50-54 år;män;68
;;;kvinnor;105
;;55-59 år;män;84
;;;kvinnor;103
;;60-64 år;män;91
;;;kvinnor;73
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;1
;;30-34 år;män;0
;;;kvinnor;2
;;35-39 år;män;0
;;;kvinnor;3
;;40-44 år;män;0
;;;kvinnor;2
;;45-49 år;män;5
;;;kvinnor;7
;;50-54 år;män;2
;;;kvinnor;7
;;55-59 år;män;2
;;;kvinnor;10
;;60-64 år;män;5
;;;kvinnor;19
2021 Vansbro;ogifta;20-24 år;män;197
;;;kvinnor;133
;;25-29 år;män;192
;;;kvinnor;149
;;30-34 år;män;134
;;;kvinnor;96
;;35-39 år;män;89
;;;kvinnor;68
;;40-44 år;män;105
;;;kvinnor;86
;;45-49 år;män;124
;;;kvinnor;95
;;50-54 år;män;115
;;;kvinnor;93
;;55-59 år;män;100
;;;kvinnor;57
;;60-64 år;män;78
;;;kvinnor;41
;gifta;20-24 år;män;1
;;;kvinnor;9
;;25-29 år;män;15
;;;kvinnor;37
;;30-34 år;män;42
;;;kvinnor;47
;;35-39 år;män;41
;;;kvinnor;60
;;40-44 år;män;67
;;;kvinnor;84
;;45-49 år;män;100
;;;kvinnor;98
;;50-54 år;män;92
;;;kvinnor;105
;;55-59 år;män;99
;;;kvinnor;93
;;60-64 år;män;125
;;;kvinnor;106
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;2
;;;kvinnor;4
;;30-34 år;män;5
;;;kvinnor;6
;;35-39 år;män;5
;;;kvinnor;12
;;40-44 år;män;12
;;;kvinnor;16
;;45-49 år;män;14
;;;kvinnor;30
;;50-54 år;män;33
;;;kvinnor;34
;;55-59 år;män;44
;;;kvinnor;53
;;60-64 år;män;34
;;;kvinnor;34
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;0
;;;kvinnor;0
;;45-49 år;män;0
;;;kvinnor;3
;;50-54 år;män;2
;;;kvinnor;4
;;55-59 år;män;2
;;;kvinnor;7
;;60-64 år;män;2
;;;kvinnor;11
2023 Malung-Sälen;ogifta;20-24 år;män;287
;;;kvinnor;228
;;25-29 år;män;284
;;;kvinnor;221
;;30-34 år;män;233
;;;kvinnor;161
;;35-39 år;män;165
;;;kvinnor;139
;;40-44 år;män;183
;;;kvinnor;151
;;45-49 år;män;209
;;;kvinnor;152
;;50-54 år;män;179
;;;kvinnor;134
;;55-59 år;män;163
;;;kvinnor;114
;;60-64 år;män;142
;;;kvinnor;82
;gifta;20-24 år;män;2
;;;kvinnor;21
;;25-29 år;män;34
;;;kvinnor;43
;;30-34 år;män;61
;;;kvinnor;74
;;35-39 år;män;78
;;;kvinnor;87
;;40-44 år;män;99
;;;kvinnor;111
;;45-49 år;män;130
;;;kvinnor;128
;;50-54 år;män;123
;;;kvinnor;150
;;55-59 år;män;136
;;;kvinnor;137
;;60-64 år;män;165
;;;kvinnor;168
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;2
;;;kvinnor;3
;;30-34 år;män;4
;;;kvinnor;12
;;35-39 år;män;13
;;;kvinnor;15
;;40-44 år;män;8
;;;kvinnor;24
;;45-49 år;män;25
;;;kvinnor;40
;;50-54 år;män;52
;;;kvinnor;61
;;55-59 år;män;48
;;;kvinnor;53
;;60-64 år;män;61
;;;kvinnor;56
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;1
;;;kvinnor;1
;;40-44 år;män;1
;;;kvinnor;2
;;45-49 år;män;1
;;;kvinnor;5
;;50-54 år;män;1
;;;kvinnor;4
;;55-59 år;män;3
;;;kvinnor;5
;;60-64 år;män;2
;;;kvinnor;10
2026 Gagnef;ogifta;20-24 år;män;249
;;;kvinnor;171
;;25-29 år;män;256
;;;kvinnor;187
;;30-34 år;män;152
;;;kvinnor;128
;;35-39 år;män;143
;;;kvinnor;115
;;40-44 år;män;127
;;;kvinnor;91
;;45-49 år;män;129
;;;kvinnor;103
;;50-54 år;män;153
;;;kvinnor;112
;;55-59 år;män;86
;;;kvinnor;90
;;60-64 år;män;79
;;;kvinnor;57
;gifta;20-24 år;män;4
;;;kvinnor;10
;;25-29 år;män;41
;;;kvinnor;59
;;30-34 år;män;79
;;;kvinnor;107
;;35-39 år;män;116
;;;kvinnor;139
;;40-44 år;män;145
;;;kvinnor;151
;;45-49 år;män;156
;;;kvinnor;140
;;50-54 år;män;177
;;;kvinnor;179
;;55-59 år;män;159
;;;kvinnor;193
;;60-64 år;män;199
;;;kvinnor;198
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;4
;;;kvinnor;2
;;30-34 år;män;12
;;;kvinnor;13
;;35-39 år;män;11
;;;kvinnor;20
;;40-44 år;män;25
;;;kvinnor;30
;;45-49 år;män;28
;;;kvinnor;33
;;50-54 år;män;62
;;;kvinnor;58
;;55-59 år;män;61
;;;kvinnor;66
;;60-64 år;män;44
;;;kvinnor;51
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;3
;;45-49 år;män;0
;;;kvinnor;3
;;50-54 år;män;1
;;;kvinnor;10
;;55-59 år;män;6
;;;kvinnor;5
;;60-64 år;män;7
;;;kvinnor;12
2029 Leksand;ogifta;20-24 år;män;424
;;;kvinnor;327
;;25-29 år;män;370
;;;kvinnor;292
;;30-34 år;män;272
;;;kvinnor;218
;;35-39 år;män;197
;;;kvinnor;177
;;40-44 år;män;182
;;;kvinnor;164
;;45-49 år;män;194
;;;kvinnor;148
;;50-54 år;män;194
;;;kvinnor;170
;;55-59 år;män;164
;;;kvinnor;113
;;60-64 år;män;141
;;;kvinnor;116
;gifta;20-24 år;män;6
;;;kvinnor;15
;;25-29 år;män;41
;;;kvinnor;60
;;30-34 år;män;108
;;;kvinnor;163
;;35-39 år;män;162
;;;kvinnor;144
;;40-44 år;män;205
;;;kvinnor;216
;;45-49 år;män;225
;;;kvinnor;257
;;50-54 år;män;255
;;;kvinnor;265
;;55-59 år;män;237
;;;kvinnor;260
;;60-64 år;män;285
;;;kvinnor;311
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;2
;;;kvinnor;3
;;30-34 år;män;6
;;;kvinnor;11
;;35-39 år;män;17
;;;kvinnor;31
;;40-44 år;män;32
;;;kvinnor;49
;;45-49 år;män;51
;;;kvinnor;71
;;50-54 år;män;91
;;;kvinnor;105
;;55-59 år;män;94
;;;kvinnor;110
;;60-64 år;män;93
;;;kvinnor;107
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;3
;;45-49 år;män;1
;;;kvinnor;5
;;50-54 år;män;2
;;;kvinnor;7
;;55-59 år;män;3
;;;kvinnor;14
;;60-64 år;män;11
;;;kvinnor;23
2031 Rättvik;ogifta;20-24 år;män;287
;;;kvinnor;230
;;25-29 år;män;266
;;;kvinnor;204
;;30-34 år;män;172
;;;kvinnor;164
;;35-39 år;män;154
;;;kvinnor;113
;;40-44 år;män;162
;;;kvinnor;133
;;45-49 år;män;140
;;;kvinnor;122
;;50-54 år;män;163
;;;kvinnor;144
;;55-59 år;män;134
;;;kvinnor;89
;;60-64 år;män;123
;;;kvinnor;91
;gifta;20-24 år;män;4
;;;kvinnor;9
;;25-29 år;män;24
;;;kvinnor;26
;;30-34 år;män;49
;;;kvinnor;55
;;35-39 år;män;64
;;;kvinnor;97
;;40-44 år;män;105
;;;kvinnor;110
;;45-49 år;män;122
;;;kvinnor;127
;;50-54 år;män;136
;;;kvinnor;152
;;55-59 år;män;143
;;;kvinnor;169
;;60-64 år;män;197
;;;kvinnor;205
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;1
;;;kvinnor;4
;;30-34 år;män;7
;;;kvinnor;7
;;35-39 år;män;13
;;;kvinnor;16
;;40-44 år;män;20
;;;kvinnor;35
;;45-49 år;män;43
;;;kvinnor;48
;;50-54 år;män;55
;;;kvinnor;65
;;55-59 år;män;69
;;;kvinnor;77
;;60-64 år;män;62
;;;kvinnor;59
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;1
;;45-49 år;män;1
;;;kvinnor;2
;;50-54 år;män;2
;;;kvinnor;3
;;55-59 år;män;7
;;;kvinnor;11
;;60-64 år;män;6
;;;kvinnor;25
2034 Orsa;ogifta;20-24 år;män;218
;;;kvinnor;173
;;25-29 år;män;220
;;;kvinnor;156
;;30-34 år;män;156
;;;kvinnor;92
;;35-39 år;män;91
;;;kvinnor;77
;;40-44 år;män;86
;;;kvinnor;85
;;45-49 år;män;106
;;;kvinnor;81
;;50-54 år;män;123
;;;kvinnor;79
;;55-59 år;män;80
;;;kvinnor;66
;;60-64 år;män;76
;;;kvinnor;71
;gifta;20-24 år;män;4
;;;kvinnor;12
;;25-29 år;män;28
;;;kvinnor;24
;;30-34 år;män;33
;;;kvinnor;51
;;35-39 år;män;39
;;;kvinnor;53
;;40-44 år;män;51
;;;kvinnor;62
;;45-49 år;män;85
;;;kvinnor;99
;;50-54 år;män;114
;;;kvinnor;123
;;55-59 år;män;100
;;;kvinnor;100
;;60-64 år;män;115
;;;kvinnor;125
;skilda;20-24 år;män;1
;;;kvinnor;0
;;25-29 år;män;3
;;;kvinnor;5
;;30-34 år;män;2
;;;kvinnor;8
;;35-39 år;män;7
;;;kvinnor;12
;;40-44 år;män;11
;;;kvinnor;25
;;45-49 år;män;27
;;;kvinnor;43
;;50-54 år;män;35
;;;kvinnor;47
;;55-59 år;män;50
;;;kvinnor;43
;;60-64 år;män;52
;;;kvinnor;51
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;0
;;40-44 år;män;0
;;;kvinnor;1
;;45-49 år;män;2
;;;kvinnor;1
;;50-54 år;män;0
;;;kvinnor;4
;;55-59 år;män;1
;;;kvinnor;2
;;60-64 år;män;2
;;;kvinnor;7
2039 Älvdalen;ogifta;20-24 år;män;195
;;;kvinnor;131
;;25-29 år;män;197
;;;kvinnor;157
;;30-34 år;män;161
;;;kvinnor;114
;;35-39 år;män;114
;;;kvinnor;114
;;40-44 år;män;135
;;;kvinnor;84
;;45-49 år;män;117
;;;kvinnor;106
;;50-54 år;män;130
;;;kvinnor;95
;;55-59 år;män;136
;;;kvinnor;80
;;60-64 år;män;103
;;;kvinnor;54
;gifta;20-24 år;män;3
;;;kvinnor;4
;;25-29 år;män;9
;;;kvinnor;11
;;30-34 år;män;25
;;;kvinnor;33
;;35-39 år;män;39
;;;kvinnor;58
;;40-44 år;män;60
;;;kvinnor;65
;;45-49 år;män;61
;;;kvinnor;74
;;50-54 år;män;94
;;;kvinnor;101
;;55-59 år;män;94
;;;kvinnor;100
;;60-64 år;män;110
;;;kvinnor;109
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;2
;;;kvinnor;1
;;30-34 år;män;3
;;;kvinnor;7
;;35-39 år;män;6
;;;kvinnor;14
;;40-44 år;män;12
;;;kvinnor;20
;;45-49 år;män;19
;;;kvinnor;28
;;50-54 år;män;26
;;;kvinnor;46
;;55-59 år;män;45
;;;kvinnor;46
;;60-64 år;män;40
;;;kvinnor;40
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;1
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;2
;;45-49 år;män;0
;;;kvinnor;1
;;50-54 år;män;0
;;;kvinnor;2
;;55-59 år;män;0
;;;kvinnor;3
;;60-64 år;män;5
;;;kvinnor;11
2061 Smedjebacken;ogifta;20-24 år;män;216
;;;kvinnor;181
;;25-29 år;män;245
;;;kvinnor;189
;;30-34 år;män;195
;;;kvinnor;151
;;35-39 år;män;163
;;;kvinnor;111
;;40-44 år;män;119
;;;kvinnor;99
;;45-49 år;män;133
;;;kvinnor;93
;;50-54 år;män;169
;;;kvinnor;99
;;55-59 år;män;125
;;;kvinnor;94
;;60-64 år;män;112
;;;kvinnor;77
;gifta;20-24 år;män;7
;;;kvinnor;11
;;25-29 år;män;35
;;;kvinnor;59
;;30-34 år;män;82
;;;kvinnor;123
;;35-39 år;män;111
;;;kvinnor;118
;;40-44 år;män;135
;;;kvinnor;135
;;45-49 år;män;162
;;;kvinnor;177
;;50-54 år;män;194
;;;kvinnor;211
;;55-59 år;män;185
;;;kvinnor;209
;;60-64 år;män;230
;;;kvinnor;230
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;4
;;;kvinnor;7
;;30-34 år;män;6
;;;kvinnor;10
;;35-39 år;män;17
;;;kvinnor;20
;;40-44 år;män;26
;;;kvinnor;40
;;45-49 år;män;50
;;;kvinnor;46
;;50-54 år;män;55
;;;kvinnor;76
;;55-59 år;män;62
;;;kvinnor;53
;;60-64 år;män;72
;;;kvinnor;74
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;2
;;45-49 år;män;1
;;;kvinnor;1
;;50-54 år;män;4
;;;kvinnor;6
;;55-59 år;män;0
;;;kvinnor;11
;;60-64 år;män;6
;;;kvinnor;16
2062 Mora;ogifta;20-24 år;män;520
;;;kvinnor;412
;;25-29 år;män;624
;;;kvinnor;493
;;30-34 år;män;411
;;;kvinnor;364
;;35-39 år;män;296
;;;kvinnor;245
;;40-44 år;män;323
;;;kvinnor;271
;;45-49 år;män;304
;;;kvinnor;262
;;50-54 år;män;305
;;;kvinnor;258
;;55-59 år;män;238
;;;kvinnor;203
;;60-64 år;män;246
;;;kvinnor;189
;gifta;20-24 år;män;6
;;;kvinnor;14
;;25-29 år;män;37
;;;kvinnor;72
;;30-34 år;män;113
;;;kvinnor;147
;;35-39 år;män;190
;;;kvinnor;255
;;40-44 år;män;228
;;;kvinnor;236
;;45-49 år;män;253
;;;kvinnor;249
;;50-54 år;män;291
;;;kvinnor;282
;;55-59 år;män;228
;;;kvinnor;298
;;60-64 år;män;349
;;;kvinnor;371
;skilda;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;8
;;30-34 år;män;12
;;;kvinnor;27
;;35-39 år;män;27
;;;kvinnor;21
;;40-44 år;män;27
;;;kvinnor;61
;;45-49 år;män;76
;;;kvinnor;83
;;50-54 år;män;124
;;;kvinnor;140
;;55-59 år;män;104
;;;kvinnor;141
;;60-64 år;män;113
;;;kvinnor;145
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;1
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;1
;;45-49 år;män;0
;;;kvinnor;4
;;50-54 år;män;4
;;;kvinnor;5
;;55-59 år;män;3
;;;kvinnor;8
;;60-64 år;män;5
;;;kvinnor;30
2080 Falun;ogifta;20-24 år;män;1794
;;;kvinnor;1548
;;25-29 år;män;1763
;;;kvinnor;1560
;;30-34 år;män;1298
;;;kvinnor;1029
;;35-39 år;män;959
;;;kvinnor;832
;;40-44 år;män;781
;;;kvinnor;615
;;45-49 år;män;681
;;;kvinnor;590
;;50-54 år;män;654
;;;kvinnor;553
;;55-59 år;män;511
;;;kvinnor;442
;;60-64 år;män;418
;;;kvinnor;372
;gifta;20-24 år;män;29
;;;kvinnor;64
;;25-29 år;män;150
;;;kvinnor;286
;;30-34 år;män;476
;;;kvinnor;614
;;35-39 år;män;681
;;;kvinnor;787
;;40-44 år;män;879
;;;kvinnor;890
;;45-49 år;män;852
;;;kvinnor;943
;;50-54 år;män;908
;;;kvinnor;902
;;55-59 år;män;866
;;;kvinnor;867
;;60-64 år;män;995
;;;kvinnor;1058
;skilda;20-24 år;män;0
;;;kvinnor;4
;;25-29 år;män;16
;;;kvinnor;51
;;30-34 år;män;42
;;;kvinnor;96
;;35-39 år;män;86
;;;kvinnor;125
;;40-44 år;män;162
;;;kvinnor;229
;;45-49 år;män;219
;;;kvinnor;307
;;50-54 år;män;257
;;;kvinnor;380
;;55-59 år;män;300
;;;kvinnor;340
;;60-64 år;män;324
;;;kvinnor;392
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;3
;;;kvinnor;3
;;35-39 år;män;0
;;;kvinnor;3
;;40-44 år;män;2
;;;kvinnor;14
;;45-49 år;män;1
;;;kvinnor;9
;;50-54 år;män;10
;;;kvinnor;17
;;55-59 år;män;5
;;;kvinnor;34
;;60-64 år;män;22
;;;kvinnor;82
2081 Borlänge;ogifta;20-24 år;män;1784
;;;kvinnor;1428
;;25-29 år;män;1756
;;;kvinnor;1358
;;30-34 år;män;1185
;;;kvinnor;828
;;35-39 år;män;792
;;;kvinnor;642
;;40-44 år;män;652
;;;kvinnor;534
;;45-49 år;män;696
;;;kvinnor;529
;;50-54 år;män;654
;;;kvinnor;566
;;55-59 år;män;492
;;;kvinnor;336
;;60-64 år;män;397
;;;kvinnor;303
;gifta;20-24 år;män;44
;;;kvinnor;128
;;25-29 år;män;272
;;;kvinnor;406
;;30-34 år;män;507
;;;kvinnor;555
;;35-39 år;män;594
;;;kvinnor;614
;;40-44 år;män;647
;;;kvinnor;730
;;45-49 år;män;696
;;;kvinnor;687
;;50-54 år;män;788
;;;kvinnor;772
;;55-59 år;män;732
;;;kvinnor;742
;;60-64 år;män;767
;;;kvinnor;755
;skilda;20-24 år;män;2
;;;kvinnor;5
;;25-29 år;män;31
;;;kvinnor;84
;;30-34 år;män;82
;;;kvinnor;139
;;35-39 år;män;108
;;;kvinnor;161
;;40-44 år;män;144
;;;kvinnor;226
;;45-49 år;män;237
;;;kvinnor;312
;;50-54 år;män;302
;;;kvinnor;373
;;55-59 år;män;260
;;;kvinnor;295
;;60-64 år;män;288
;;;kvinnor;365
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;1
;;;kvinnor;1
;;35-39 år;män;1
;;;kvinnor;3
;;40-44 år;män;4
;;;kvinnor;7
;;45-49 år;män;5
;;;kvinnor;17
;;50-54 år;män;8
;;;kvinnor;35
;;55-59 år;män;16
;;;kvinnor;41
;;60-64 år;män;19
;;;kvinnor;65
2082 Säter;ogifta;20-24 år;män;248
;;;kvinnor;185
;;25-29 år;män;301
;;;kvinnor;257
;;30-34 år;män;233
;;;kvinnor;190
;;35-39 år;män;200
;;;kvinnor;136
;;40-44 år;män;139
;;;kvinnor;103
;;45-49 år;män;148
;;;kvinnor;120
;;50-54 år;män;140
;;;kvinnor;120
;;55-59 år;män;143
;;;kvinnor;92
;;60-64 år;män;102
;;;kvinnor;69
;gifta;20-24 år;män;8
;;;kvinnor;7
;;25-29 år;män;39
;;;kvinnor;65
;;30-34 år;män;82
;;;kvinnor;101
;;35-39 år;män;115
;;;kvinnor;142
;;40-44 år;män;154
;;;kvinnor;146
;;45-49 år;män;165
;;;kvinnor;180
;;50-54 år;män;148
;;;kvinnor;178
;;55-59 år;män;186
;;;kvinnor;187
;;60-64 år;män;228
;;;kvinnor;235
;skilda;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;3
;;;kvinnor;3
;;30-34 år;män;10
;;;kvinnor;13
;;35-39 år;män;13
;;;kvinnor;24
;;40-44 år;män;31
;;;kvinnor;34
;;45-49 år;män;35
;;;kvinnor;39
;;50-54 år;män;61
;;;kvinnor;64
;;55-59 år;män;61
;;;kvinnor;64
;;60-64 år;män;81
;;;kvinnor;83
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;0
;;35-39 år;män;0
;;;kvinnor;3
;;40-44 år;män;0
;;;kvinnor;2
;;45-49 år;män;2
;;;kvinnor;5
;;50-54 år;män;1
;;;kvinnor;4
;;55-59 år;män;3
;;;kvinnor;6
;;60-64 år;män;3
;;;kvinnor;16
2083 Hedemora;ogifta;20-24 år;män;452
;;;kvinnor;328
;;25-29 år;män;456
;;;kvinnor;327
;;30-34 år;män;274
;;;kvinnor;214
;;35-39 år;män;212
;;;kvinnor;134
;;40-44 år;män;187
;;;kvinnor;133
;;45-49 år;män;229
;;;kvinnor;177
;;50-54 år;män;235
;;;kvinnor;172
;;55-59 år;män;227
;;;kvinnor;149
;;60-64 år;män;156
;;;kvinnor;105
;gifta;20-24 år;män;6
;;;kvinnor;23
;;25-29 år;män;49
;;;kvinnor;85
;;30-34 år;män;119
;;;kvinnor;155
;;35-39 år;män;146
;;;kvinnor;156
;;40-44 år;män;190
;;;kvinnor;210
;;45-49 år;män;225
;;;kvinnor;208
;;50-54 år;män;234
;;;kvinnor;264
;;55-59 år;män;238
;;;kvinnor;282
;;60-64 år;män;265
;;;kvinnor;274
;skilda;20-24 år;män;0
;;;kvinnor;2
;;25-29 år;män;5
;;;kvinnor;10
;;30-34 år;män;25
;;;kvinnor;40
;;35-39 år;män;28
;;;kvinnor;34
;;40-44 år;män;49
;;;kvinnor;52
;;45-49 år;män;46
;;;kvinnor;68
;;50-54 år;män;78
;;;kvinnor;100
;;55-59 år;män;102
;;;kvinnor;108
;;60-64 år;män;103
;;;kvinnor;107
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;0
;;30-34 år;män;0
;;;kvinnor;3
;;35-39 år;män;0
;;;kvinnor;1
;;40-44 år;män;0
;;;kvinnor;5
;;45-49 år;män;2
;;;kvinnor;1
;;50-54 år;män;4
;;;kvinnor;9
;;55-59 år;män;3
;;;kvinnor;13
;;60-64 år;män;6
;;;kvinnor;25
2084 Avesta;ogifta;20-24 år;män;653
;;;kvinnor;508
;;25-29 år;män;694
;;;kvinnor;505
;;30-34 år;män;490
;;;kvinnor;343
;;35-39 år;män;344
;;;kvinnor;254
;;40-44 år;män;316
;;;kvinnor;232
;;45-49 år;män;282
;;;kvinnor;252
;;50-54 år;män;291
;;;kvinnor;235
;;55-59 år;män;263
;;;kvinnor;175
;;60-64 år;män;225
;;;kvinnor;155
;gifta;20-24 år;män;13
;;;kvinnor;57
;;25-29 år;män;115
;;;kvinnor;197
;;30-34 år;män;188
;;;kvinnor;247
;;35-39 år;män;269
;;;kvinnor;269
;;40-44 år;män;318
;;;kvinnor;300
;;45-49 år;män;343
;;;kvinnor;339
;;50-54 år;män;350
;;;kvinnor;368
;;55-59 år;män;322
;;;kvinnor;365
;;60-64 år;män;419
;;;kvinnor;394
;skilda;20-24 år;män;0
;;;kvinnor;3
;;25-29 år;män;12
;;;kvinnor;17
;;30-34 år;män;22
;;;kvinnor;39
;;35-39 år;män;35
;;;kvinnor;47
;;40-44 år;män;54
;;;kvinnor;79
;;45-49 år;män;87
;;;kvinnor;105
;;50-54 år;män;136
;;;kvinnor;139
;;55-59 år;män;135
;;;kvinnor;153
;;60-64 år;män;147
;;;kvinnor;138
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;0
;;25-29 år;män;0
;;;kvinnor;2
;;30-34 år;män;1
;;;kvinnor;2
;;35-39 år;män;0
;;;kvinnor;6
;;40-44 år;män;2
;;;kvinnor;7
;;45-49 år;män;3
;;;kvinnor;10
;;50-54 år;män;3
;;;kvinnor;17
;;55-59 år;män;1
;;;kvinnor;24
;;60-64 år;män;16
;;;kvinnor;50
2085 Ludvika;ogifta;20-24 år;män;753
;;;kvinnor;575
;;25-29 år;män;836
;;;kvinnor;578
;;30-34 år;män;568
;;;kvinnor;376
;;35-39 år;män;403
;;;kvinnor;269
;;40-44 år;män;327
;;;kvinnor;252
;;45-49 år;män;350
;;;kvinnor;291
;;50-54 år;män;367
;;;kvinnor;236
;;55-59 år;män;301
;;;kvinnor;212
;;60-64 år;män;209
;;;kvinnor;160
;gifta;20-24 år;män;21
;;;kvinnor;51
;;25-29 år;män;133
;;;kvinnor;217
;;30-34 år;män;304
;;;kvinnor;325
;;35-39 år;män;312
;;;kvinnor;316
;;40-44 år;män;371
;;;kvinnor;342
;;45-49 år;män;386
;;;kvinnor;376
;;50-54 år;män;382
;;;kvinnor;422
;;55-59 år;män;409
;;;kvinnor;417
;;60-64 år;män;410
;;;kvinnor;420
;skilda;20-24 år;män;1
;;;kvinnor;2
;;25-29 år;män;14
;;;kvinnor;33
;;30-34 år;män;39
;;;kvinnor;60
;;35-39 år;män;51
;;;kvinnor;74
;;40-44 år;män;48
;;;kvinnor;90
;;45-49 år;män;104
;;;kvinnor;116
;;50-54 år;män;146
;;;kvinnor;166
;;55-59 år;män;145
;;;kvinnor;195
;;60-64 år;män;160
;;;kvinnor;173
;änkor/änklingar;20-24 år;män;0
;;;kvinnor;1
;;25-29 år;män;0
;;;kvinnor;1
;;30-34 år;män;1
;;;kvinnor;3
;;35-39 år;män;2
;;;kvinnor;5
;;40-44 år;män;2
;;;kvinnor;5
;;45-49 år;män;2
;;;kvinnor;11
;;50-54 år;män;5
;;;kvinnor;14
;;55-59 år;män;1
;;;kvinnor;21
;;60-64 år;män;11
;;;kvinnor;44
2101 Ockelbo;ogifta;20-24 år;män;159
;;;kvinnor;114
;;25-29 år;män;174
;;;kvinnor;122
;;30-34 år;män;104
;;;kvinnor;68
;;35-39 år;män;77
;;;kvinnor;66
;;40-44 år;män;84
;;;kvinnor;65
;;45-49 år;män;92
;;;kvinnor;67
;;50-54 år;män;103
;;;kvinnor;65
;;55-59 år;män;61
;;;kvinnor;57
;;60-64 år;män;72
;;;kvinnor;56
;gifta;20-24 år;män;4
;;;kvinnor;17
;;25-29 år;män;35
;;;kvinnor;35
;;30-34 år;män;50
;;;kvinnor;52
;;35-39 år;män;56
;;;kvinnor;54
;;40-44 år;män;61
;;;kvinnor;59
